flight_date,from,to,avg_weeks,target,std_weeks,is_holiday,day_of_year,distance_to_New Year's Day,"distance_to_Birthday of Martin Luther King, Jr.",distance_to_Washington's Birthday,distance_to_Memorial Day,distance_to_Juneteenth National Independence Day,distance_to_Independence Day,distance_to_Labor Day,distance_to_Columbus Day,distance_to_Veterans Day,distance_to_Thanksgiving Day,distance_to_Christmas Day,distance_to_next_holiday,distance_to_previous_holiday,path_distance,from_in_degree,from_out_degree,to_in_degree,to_out_degree,ATL,BOS,CLT,DEN,DFW,DTW,EWR,IAH,JFK,LAS,LAX,LGA,MCO,MIA,MSP,ORD,PHL,PHX,SEA,SFO
2011-12-19,ATL,BOS,9.105263157889999,10.751941631400001,7.6948376406399985,False,353,13,30,61,161,-183,-168,-106,-69,-38,-24,6,6,21,1521.5537657651755,10.986705272120973,11.05876539475933,10.976367620132233,11.075587891139088,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-21,LAX,JFK,13.1153846154,12.833665243599999,10.2071618899,True,52,-51,-34,-3,97,119,134,-170,-133,-102,-88,-58,94,0,3974.196710879194,11.511861025399389,11.51684866108158,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0
2011-10-27,DEN,LAX,14.0,11.506174435799998,9.57159258511,False,300,66,83,114,-152,-130,-115,-53,-16,15,29,59,15,13,1385.1392038077984,10.740916817018693,10.74298222432765,11.511861025399389,11.51684866108158,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-11,LAX,EWR,15.875,11.058539991400002,14.1092399573,False,71,-70,-53,-22,78,100,115,177,-152,-121,-107,-77,75,19,3941.010291289658,11.511861025399389,11.51684866108158,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
2011-10-10,DEN,MSP,9.444444444439998,10.998048988499999,7.22106576965,True,283,83,100,131,-135,-113,-98,-36,1,32,46,76,32,33,1092.352466433747,10.740916817018693,10.74298222432765,10.920556887948626,10.895829598376196,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-04-16,SFO,LAS,11.2857142857,11.078275368699998,8.96740127987,False,107,-106,-89,-58,42,64,79,141,178,-157,-143,-113,39,55,664.8915200252193,11.293030075679182,11.305858815252616,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
2011-10-25,LAX,ATL,10.3043478261,10.998048988499999,7.137829964410001,False,298,68,85,116,-150,-128,-113,-51,-14,17,31,61,17,11,3125.776526360192,11.511861025399389,11.51684866108158,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-06-20,PHX,DEN,9.666666666669999,10.786693738,7.219255298080001,False,172,-171,-154,-123,-23,-1,14,76,113,144,158,-178,14,1,968.5377565127928,10.704543967457013,10.672302087292909,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2012-09-29,DEN,LAX,12.4545454545,9.75589074385,9.55548843897,False,273,94,111,142,-124,-102,-87,-25,12,43,57,87,9,22,1385.1392038077984,10.740916817018693,10.74298222432765,11.511861025399389,11.51684866108158,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-08-16,EWR,ORD,12.5,11.9082327471,10.605361107,False,229,138,155,-180,-80,-58,-43,19,56,87,101,131,16,43,1154.4536331215895,10.882423693567391,10.833789151901911,11.39706514536843,11.387552460182754,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-10-28,LAX,IAH,12.32,11.0929410466,7.861933604400001,False,301,65,82,113,-153,-131,-116,-54,-17,14,28,58,14,14,2215.0734828014647,11.511861025399389,11.51684866108158,10.634308645941415,10.77456439726534,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0
2012-06-22,ATL,LGA,10.0869565217,12.473619384500001,6.788446357790001,False,174,-173,-156,-125,-25,-3,12,74,111,142,156,-180,12,3,1224.8675556123214,10.986705272120973,11.05876539475933,11.405018795317423,11.411122537569854,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-11-11,SFO,BOS,9.0,12.0417188653,5.62731433871,True,315,51,68,99,-167,-145,-130,-68,-31,0,14,44,0,0,4341.241632161183,11.293030075679182,11.305858815252616,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-01-23,SEA,DEN,8.529411764710002,10.3416214929,6.10448244181,False,23,-22,-5,26,126,148,163,-141,-104,-73,-59,-29,23,2,1645.0658311574027,10.911269061769707,10.824439597932692,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
2012-10-21,SEA,SFO,14.083333333299999,10.9195671805,11.6541340553,False,295,72,89,120,-146,-124,-109,-47,-10,21,35,65,21,7,1093.0595602394146,10.911269061769707,10.824439597932692,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
2011-11-28,DEN,SEA,9.8,11.053573342,6.54217089352,True,332,34,51,82,182,-162,-147,-85,-48,-17,-3,27,27,0,1645.0658311574027,10.740916817018693,10.74298222432765,10.911269061769707,10.824439597932692,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-10-05,LGA,ATL,10.782608695699999,13.052050806099999,7.83904285518,False,278,88,105,136,-130,-108,-93,-31,6,37,51,81,3,28,1224.8675556123214,11.405018795317423,11.411122537569854,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2012-06-08,ATL,ORD,9.263157894739999,11.6343241795,6.07217794776,False,160,-159,-142,-111,-11,11,26,88,125,156,170,-166,11,8,976.3278291656196,10.986705272120973,11.05876539475933,11.39706514536843,11.387552460182754,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-09-19,BOS,SFO,12.652173913,11.4059905361,10.4080768272,False,263,104,121,152,-114,-92,-77,-15,22,53,67,97,19,12,4341.241632161183,10.976367620132233,11.075587891139088,11.293030075679182,11.305858815252616,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-11-01,ORD,DEN,10.0526315789,10.9566033772,7.07478844765,False,305,61,78,109,-157,-135,-120,-58,-21,10,24,54,10,18,1426.0220157520112,11.39706514536843,11.387552460182754,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2011-12-14,ORD,DFW,13.541666666700001,12.4596320007,10.3418910333,False,348,18,35,66,166,-178,-163,-101,-64,-33,-19,11,11,16,1290.645304960658,11.39706514536843,11.387552460182754,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2011-09-29,ORD,ATL,8.7,12.2414314184,6.09659093696,False,272,94,111,142,-124,-102,-87,-25,12,43,57,87,9,22,976.3278291656196,11.39706514536843,11.387552460182754,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-07-25,MSP,DEN,11.043478260899999,11.048593430499999,8.5038935514,False,207,160,177,-158,-58,-36,-21,41,78,109,123,153,38,21,1092.352466433747,10.920556887948626,10.895829598376196,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
2012-03-04,ORD,DFW,8.22222222222,11.9082327471,6.57585204102,False,64,-63,-46,-15,85,107,122,-182,-145,-114,-100,-70,82,12,1290.645304960658,11.39706514536843,11.387552460182754,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-04-15,DFW,LAX,14.32,11.923891745499999,11.1082551885,False,106,-105,-88,-57,43,65,80,142,179,-156,-142,-112,40,54,1983.1744750180908,11.180310941123327,11.050228394602799,11.511861025399389,11.51684866108158,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-02-05,DTW,LGA,6.3571428571399995,9.98990353351,5.32926813935,False,36,-35,-18,13,113,135,150,-154,-117,-86,-72,-42,10,15,805.1348368055876,10.653095528420538,10.634797460865515,11.405018795317423,11.411122537569854,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-06-10,LAS,LAX,14.5,12.067884192100001,10.4839779236,False,162,-161,-144,-113,-13,9,24,86,123,154,168,-168,9,10,379.9942734236418,10.802143255290838,10.858821650818184,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0
2011-10-07,DEN,PHX,12.590909090899999,11.256026543299999,9.19450711234,False,280,86,103,134,-132,-110,-95,-33,4,35,49,79,1,30,968.5377565127928,10.740916817018693,10.74298222432765,10.704543967457013,10.672302087292909,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-08-11,EWR,LAX,14.275862069,9.945391259360001,9.015449246880001,False,224,143,160,-175,-75,-53,-38,24,61,92,106,136,21,38,3941.010291289658,10.882423693567391,10.833789151901911,11.511861025399389,11.51684866108158,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-05-17,DEN,LAX,11.666666666700001,11.525581226500002,7.393691004269999,False,138,-137,-120,-89,11,33,48,110,147,178,-174,-144,8,86,1385.1392038077984,10.740916817018693,10.74298222432765,11.511861025399389,11.51684866108158,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-18,DFW,ORD,11.909090909100001,12.5487292299,11.342751370699999,False,109,-108,-91,-60,40,62,77,139,176,-159,-145,-115,37,57,1290.645304960658,11.180310941123327,11.050228394602799,11.39706514536843,11.387552460182754,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-28,DFW,LAS,14.0,9.65339375712,10.7219401229,False,210,157,174,-161,-61,-39,-24,38,75,106,120,150,35,24,1694.7999229712304,11.180310941123327,11.050228394602799,10.802143255290838,10.858821650818184,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-08,DEN,LAS,11.2631578947,10.826435973399999,10.2080692769,False,8,-7,10,41,141,163,178,-126,-89,-58,-44,-14,7,7,1009.3646188609899,10.740916817018693,10.74298222432765,10.802143255290838,10.858821650818184,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-05-29,LAX,SEA,12.9230769231,11.677530183399998,8.470764201289999,True,150,-149,-132,-101,-1,21,36,98,135,166,180,-156,21,98,1536.9096838729724,11.511861025399389,11.51684866108158,10.911269061769707,10.824439597932692,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
2012-03-04,MIA,ATL,11.708333333299999,10.7284085021,8.97086669589,False,64,-63,-46,-15,85,107,122,-182,-145,-114,-100,-70,82,12,959.0645602676874,10.749204535934668,10.64910414072656,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2012-11-13,DEN,SFO,11.619047619000002,11.6524484791,8.87398552217,False,318,49,66,97,-169,-147,-132,-70,-33,-2,12,42,9,2,1552.7748305694504,10.740916817018693,10.74298222432765,11.293030075679182,11.305858815252616,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-09-14,MSP,ATL,10.25,10.9408206955,7.2320558335100005,False,257,109,126,157,-109,-87,-72,-10,27,58,72,102,24,7,1459.7181270186945,10.920556887948626,10.895829598376196,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
2012-01-12,DTW,ATL,8.68421052632,10.967051448,6.60010632557,False,12,-11,6,37,137,159,174,-130,-93,-62,-48,-18,3,11,958.1975913594937,10.653095528420538,10.634797460865515,10.986705272120973,11.05876539475933,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-07,BOS,SFO,9.47368421053,11.494432681900001,6.47532428234,False,38,-37,-20,11,111,133,148,-156,-119,-88,-74,-44,8,17,4341.241632161183,10.976367620132233,11.075587891139088,11.293030075679182,11.305858815252616,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-11-19,SFO,LAX,13.653846153800002,12.073649191300001,9.5621851381,False,323,43,60,91,-175,-153,-138,-76,-39,-8,6,36,3,8,543.189278739235,11.293030075679182,11.305858815252616,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
2012-08-04,ATL,DEN,12.4782608696,10.420083286799999,8.58576816713,False,217,150,167,-168,-68,-46,-31,31,68,99,113,143,28,31,1926.6178297784168,10.986705272120973,11.05876539475933,10.740916817018693,10.74298222432765,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-18,SFO,BOS,14.32,11.1267190211,10.4112119051,False,262,105,122,153,-113,-91,-76,-14,23,54,68,98,20,11,4341.241632161183,11.293030075679182,11.305858815252616,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-08-17,ORD,DEN,11.142857142899999,10.987773614000002,8.07642070651,False,230,137,154,-181,-81,-59,-44,18,55,86,100,130,15,44,1426.0220157520112,11.39706514536843,11.387552460182754,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-08-08,LAS,DFW,11.625,9.824427749089999,7.305819598099999,False,221,146,163,-172,-72,-50,-35,27,64,95,109,139,24,35,1694.7999229712304,10.802143255290838,10.858821650818184,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2012-01-02,ORD,BOS,15.2333333333,10.8598394172,9.88444732145,False,2,-1,16,47,147,169,-182,-120,-83,-52,-38,-8,13,1,1391.0783252852343,11.39706514536843,11.387552460182754,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-07-08,JFK,LAX,18.3783783784,13.170816173599999,11.3635659293,False,190,177,-172,-141,-41,-19,-4,58,95,126,140,170,55,4,3974.196710879194,11.641953222951795,11.432985714932439,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0
2012-01-30,SEA,DEN,10.6,9.91816485237,11.8611008884,False,30,-29,-12,19,119,141,156,-148,-111,-80,-66,-36,16,9,1645.0658311574027,10.911269061769707,10.824439597932692,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
2011-09-06,BOS,SFO,13.037037037000001,11.866893143499999,8.00231448001,True,249,117,134,165,-101,-79,-64,-2,35,66,80,110,32,64,4341.241632161183,10.976367620132233,11.075587891139088,11.293030075679182,11.305858815252616,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-09-01,LAX,DFW,18.060606060599998,10.6559731546,11.986814093900001,True,245,122,139,170,-96,-74,-59,3,40,71,85,115,0,59,1983.1744750180908,11.511861025399389,11.51684866108158,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-05-25,SFO,LAS,15.7586206897,11.1504769953,11.6209637307,True,146,-145,-128,-97,3,25,40,102,139,170,-182,-152,0,94,664.8915200252193,11.293030075679182,11.305858815252616,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
2011-09-14,SFO,DEN,11.708333333299999,11.360145248199998,7.439490203819999,False,257,109,126,157,-109,-87,-72,-10,27,58,72,102,24,7,1552.7748305694504,11.293030075679182,11.305858815252616,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-09-05,PHL,DFW,11.8888888889,10.5482875994,11.1349417648,True,249,118,135,166,-100,-78,-63,-1,36,67,81,111,33,63,2092.876657597348,10.83509569046346,10.800228508121956,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
2011-11-21,SEA,SFO,7.666666666669999,10.5612839988,5.43409714347,False,325,41,58,89,-177,-155,-140,-78,-41,-10,4,34,1,10,1093.0595602394146,10.911269061769707,10.824439597932692,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
2012-10-21,PHL,MCO,17.088235294100002,11.8987738473,10.7826112738,False,295,72,89,120,-146,-124,-109,-47,-10,21,35,65,21,7,1388.5554903516613,10.83509569046346,10.800228508121956,10.80192431511827,10.89196124165143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
2012-06-05,PHX,DEN,9.0625,10.3990098902,7.619875327060001,False,157,-156,-139,-108,-8,14,29,91,128,159,173,-163,14,5,968.5377565127928,10.704543967457013,10.672302087292909,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2012-07-20,MSP,DEN,12.96,11.418300651800001,9.14913474962,False,202,165,182,-153,-53,-31,-16,46,83,114,128,158,43,16,1092.352466433747,10.920556887948626,10.895829598376196,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
2011-12-22,PHL,ATL,8.352941176469999,11.286999569,5.66724333859,False,356,10,27,58,158,180,-171,-109,-72,-41,-27,3,3,24,1071.592953109364,10.83509569046346,10.800228508121956,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
2012-02-10,JFK,LAX,17.9032258065,13.410436468399999,13.345048616600002,False,41,-40,-23,8,108,130,145,-159,-122,-91,-77,-47,5,20,3974.196710879194,11.641953222951795,11.432985714932439,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0
2012-10-05,LAX,SFO,14.3846153846,12.9737885922,11.7476020466,False,279,88,105,136,-130,-108,-93,-31,6,37,51,81,3,28,543.189278739235,11.511861025399389,11.51684866108158,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
2012-10-17,ORD,IAH,10.4210526316,10.7224785265,7.7266910373,False,291,76,93,124,-142,-120,-105,-43,-6,25,39,69,25,3,1490.651882721693,11.39706514536843,11.387552460182754,10.634308645941415,10.77456439726534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0
2011-12-19,ATL,LAX,13.724137931,11.4905022784,9.31932152544,False,353,13,30,61,161,-183,-168,-106,-69,-38,-24,6,6,21,3125.776526360192,10.986705272120973,11.05876539475933,11.511861025399389,11.51684866108158,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-03-09,MIA,ATL,11.1904761905,10.786693738,9.168527949560001,False,69,-68,-51,-20,80,102,117,179,-150,-119,-105,-75,77,17,959.0645602676874,10.749204535934668,10.64910414072656,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
2012-05-14,PHL,ATL,9.11111111111,12.283050456600002,8.07238494454,False,135,-134,-117,-86,14,36,51,113,150,181,-171,-141,11,83,1071.592953109364,10.83509569046346,10.800228508121956,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
2012-06-27,LAS,JFK,14.1034482759,10.2748756744,10.1747054278,False,179,-178,-161,-130,-30,-8,7,69,106,137,151,181,7,8,3609.2825234219513,10.802143255290838,10.858821650818184,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
2011-10-21,LAX,LAS,13.392857142899999,12.2361631218,9.65071206628,False,294,72,89,120,-146,-124,-109,-47,-10,21,35,65,21,7,379.9942734236418,11.511861025399389,11.51684866108158,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
2012-11-01,ORD,BOS,11.3,12.1470162456,9.97417718543,False,306,61,78,109,-157,-135,-120,-58,-21,10,24,54,10,18,1391.0783252852343,11.39706514536843,11.387552460182754,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-07-24,LGA,BOS,6.57142857143,12.5862729345,5.55689849458,False,206,161,178,-157,-57,-35,-20,42,79,110,124,154,39,20,296.6920229885085,11.405018795317423,11.411122537569854,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2012-02-05,SEA,SFO,14.0952380952,10.3343221655,12.7785161967,False,36,-35,-18,13,113,135,150,-154,-117,-86,-72,-42,10,15,1093.0595602394146,10.911269061769707,10.824439597932692,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
2012-03-01,BOS,ATL,8.23529411765,11.5751136269,7.4290764211,False,61,-60,-43,-12,88,110,125,-179,-142,-111,-97,-67,85,9,1521.5537657651755,10.976367620132233,11.075587891139088,10.986705272120973,11.05876539475933,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-01,LAX,SFO,16.6875,11.8765147079,12.6757006551,False,183,-182,-165,-134,-34,-12,3,65,102,133,147,177,3,12,543.189278739235,11.511861025399389,11.51684866108158,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
2012-06-19,DEN,ATL,11.2727272727,10.4130852458,7.598131463169999,True,171,-170,-153,-122,-22,0,15,77,114,145,159,-177,0,0,1926.6178297784168,10.740916817018693,10.74298222432765,10.986705272120973,11.05876539475933,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,ATL,LAX,12.086956521700001,10.9826146183,8.474094446010001,False,274,92,109,140,-126,-104,-89,-27,10,41,55,85,7,24,3125.776526360192,10.986705272120973,11.05876539475933,11.511861025399389,11.51684866108158,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-05,PHL,DFW,7.214285714289999,10.4340010809,5.56332180002,False,278,88,105,136,-130,-108,-93,-31,6,37,51,81,3,28,2092.876657597348,10.83509569046346,10.800228508121956,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
2012-02-09,IAH,LAX,12.409090909100001,10.6985682534,10.0458903747,False,40,-39,-22,9,109,131,146,-158,-121,-90,-76,-46,6,19,2215.0734828014647,10.634308645941415,10.77456439726534,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-04,LAS,ORD,12.625,11.0880652902,8.86523498303,False,95,-94,-77,-46,54,76,91,153,-176,-145,-131,-101,51,43,2431.692848117438,10.802143255290838,10.858821650818184,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
2011-10-06,ORD,PHL,9.77777777778,12.2361631218,8.113572909610001,False,279,87,104,135,-131,-109,-94,-32,5,36,50,80,2,29,1088.3236698576663,11.39706514536843,11.387552460182754,10.83509569046346,10.800228508121956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
2012-05-28,SEA,DEN,10.619047619,10.3048357686,7.499841268160001,True,149,-148,-131,-100,0,22,37,99,136,167,181,-155,22,97,1645.0658311574027,10.911269061769707,10.824439597932692,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
2012-07-15,ATL,MIA,13.76,10.1499770804,10.848502200799999,False,197,170,-179,-148,-48,-26,-11,51,88,119,133,163,48,11,959.0645602676874,10.986705272120973,11.05876539475933,10.749204535934668,10.64910414072656,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-31,CLT,LGA,11.619047619000002,11.4305300449,11.146641604000001,False,213,154,171,-164,-64,-42,-27,35,72,103,117,147,32,27,874.9278460998839,10.637333582755277,10.52887259422674,11.405018795317423,11.411122537569854,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-10-12,ATL,BOS,13.304347826099999,11.593819658900001,10.2887174862,True,286,81,98,129,-137,-115,-100,-38,-1,30,44,74,30,35,1521.5537657651755,10.986705272120973,11.05876539475933,10.976367620132233,11.075587891139088,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-06,ORD,SEA,13.916666666700001,9.73583704789,11.064697747,False,280,87,104,135,-131,-109,-94,-32,5,36,50,80,2,29,2761.7516243497034,11.39706514536843,11.387552460182754,10.911269061769707,10.824439597932692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0
2012-10-01,LGA,ATL,12.565217391300001,12.4218111709,11.7466671751,False,275,92,109,140,-126,-104,-89,-27,10,41,55,85,7,24,1224.8675556123214,11.405018795317423,11.411122537569854,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2012-08-25,PHL,MCO,15.030303030299999,10.2367357817,9.61926728136,False,238,129,146,177,-89,-67,-52,10,47,78,92,122,7,52,1388.5554903516613,10.83509569046346,10.800228508121956,10.80192431511827,10.89196124165143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
2012-09-25,BOS,ORD,12.6086956522,12.1608003125,9.54291326985,False,269,98,115,146,-120,-98,-83,-21,16,47,61,91,13,18,1391.0783252852343,10.976367620132233,11.075587891139088,11.39706514536843,11.387552460182754,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-03,MCO,PHL,10.857142857100001,10.0247639084,7.7413546249100005,False,63,-62,-45,-14,86,108,123,-181,-144,-113,-99,-69,83,11,1388.5554903516613,10.80192431511827,10.89196124165143,10.83509569046346,10.800228508121956,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0
2012-08-16,LAX,DFW,16.5625,12.2440599963,11.4128888656,False,229,138,155,-180,-80,-58,-43,19,56,87,101,131,16,43,1983.1744750180908,11.511861025399389,11.51684866108158,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-08-20,SEA,LAX,15.3666666667,11.7092902353,10.2637068431,False,233,134,151,182,-84,-62,-47,15,52,83,97,127,12,47,1536.9096838729724,10.911269061769707,10.824439597932692,11.511861025399389,11.51684866108158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
2012-05-24,SFO,BOS,10.6363636364,11.930118715399999,6.72978775966,False,145,-144,-127,-96,4,26,41,103,140,171,-181,-151,1,93,4341.241632161183,11.293030075679182,11.305858815252616,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-07-23,ORD,SFO,14.1785714286,12.3537210515,9.5609296442,False,205,162,179,-156,-56,-34,-19,43,80,111,125,155,40,19,2963.963188844591,11.39706514536843,11.387552460182754,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
